Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
5646;10;Gyraulus;costulatus;;Zimbabwe;Ruwa River, 17 miles from Harare (Harare (Salisbury)) on Beir road ;Ruwa River;;;-17.94806;31.13528;River;Cridland;;7;1963;;111;;;;
5647;10;Gyraulus;costulatus;;Zimbabwe;Nyagui River 35 miles from Harare to Nyasaland;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1964;;334;;;;
5648;10;Gyraulus;costulatus;;Zimbabwe;Gwebi River, on Mazoe road ;Gwebi river;;;;;River;Cridland;4;10;1963;;;;Garmett ded.;;
5649;10;Gyraulus;costulatus;;Zimbabwe;Hunyani River 100 m below Dam;Hunyani River;;;-15.61667;30.65000;River;Cridland;;;1963;;157;;;;
5650;10;Gyraulus;costulatus;;Angola;;Angola;8°  50′ 0S;13° 20′ 0E;-8.83333;13.33333;;Alberto;;6;1982;820616-3;;;Det TKK;;
5651;10;Gyraulus;costulatus;;Zimbabwe;Musitkwe Dam;Musitkwe;17° 44' 30S;30° 56' 20E;-17.74170;30.93890;Dam;Cridland;;7;1963;;120;;;;
5652;10;Gyraulus;costulatus;;Zimbabwe;Mazoe River near Shamva;Shamva;17° 18' 56S;31° 34' 14E;-17.31560;31.57060;River;Cridland;;5;1962;;22;;;;
5653;10;Gyraulus;costulatus;;Zimbabwe;Bromley Dam 30 miles from Harare to umtabi;Bromley;;;;;Dam;Cridland;;;1964;;342;;;;
5654;10;Gyraulus;costulatus;;Zimbabwe;Small River 20 miles from Harare to Beatrice;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1963;;261;;;;
5655;10;Gyraulus;costulatus;;Zimbabwe;Bulawayo;Bulawayo;20° 8' 60S;28° 34' 60E;-20.15000;28.58330;;;;6;1952;;;;Lab. No. 61R;;
5656;10;Gyraulus;costulatus;;Central African Republic;Paoua;Paoua;;;;;;Publ. Health;;;1962;;;;;;
5657;10;Gyraulus;costulatus;;Gabon;Stream near Moukoro village, Ndende area;Moukoro;2° 31' 60S;11° 34' 60E;-2.53330;11.58330;Stream;McCullough;;7;1974;;;;;;
5658;10;Gyraulus;costulatus;;Chad;Brumbi, Ouarai;Brumbi;8° 45' 0N;17° 33' 0E;8.75000;17.55000;;Kawata;22;3;1967;;;;;;
5659;10;Gyraulus;costulatus;;Chad;Lake Chad at Baga Sola;Baga Sola;13° 32' 18N;14° 18' 46E;13.53830;14.31280;Lake;Lévéque;28;6;1966 (69);;;;;;
5660;10;Gyraulus;costulatus;;Chad;Lake of Lere;Lere;9° 39' 16N;14° 13' 49E;9.65440;14.23030;Lake;Lévéque;;2;1970;;;;;;
5661;10;Gyraulus;costulatus;;Chad;Matafo;Matafo;13° 31' 0N;14° 40' 60E;13.51670;14.68330;;Lévéque;10;12;1965;;;;;;
5662;10;Gyraulus;costulatus;;RPC Congo;Louvila Stream, Loudima;Louvila ;4° 6' 56S;12° 49' 32E;-4.11560;12.82560;Stream;McCullough;8;2;1962;;;;;;
5663;10;Gyraulus;costulatus;;RPC Congo;Pinare Stream, Dolisie;Dolisie;4° 11' 59S;12° 40' 26E;-4.19970;12.67390;Stream;McCullough;4;2;1962;;;;;;
5664;10;Gyraulus;costulatus;;RPC Congo;Sila Stream 15 km from Loudima Poste;Sila Stream;;;-4.05611;12.97778;Stream;McCullough;9;2;1962;;;;;;
5665;10;Gyraulus;costulatus;;Nigeria;River Oli (tributary of Niger) above bridge, Wawa District ;River Oli;;;9.76667;4.63333;River;McMahon;8;12;1961;;;;;;
5666;10;Gyraulus;costulatus;;Nigeria;River Oli (tributary of Niger) Jama mile 9 (Wawa District) ;River Oli;;;9.76667;4.63333;River;McMahon;5;12;1961;;;;;;
5667;10;Gyraulus;costulatus;;Nigeria;Ibadan?;Ibadan;7° 23' 16N;3° 53' 47E;7.38780;3.89640;;Asumu;;2;1974;;;;;;
5668;10;Gyraulus;costulatus;;Nigeria;River Oli (tributary of Niger) Yangba, Wawa District ;Yangba;9° 52' 0N;4° 28' 60E;9.86670;4.48330;River;McMahon;5;12;1961;;;;;;
5669;10;Gyraulus;costulatus;;Nigeria;River Oli (tributary of the Niger) Wawa District  ;River Oli;;;9.76667;4.63333;River;McMahon;4;12;1961;;;;;;
5670;10;Gyraulus;costulatus;;Nigeria;Nkalagu;Nkalagu;6° 28' 60N;7° 46' 0E;6.48330;7.76670;;Sabye;1;5;1966;;;;;;
5671;10;Gyraulus;costulatus;;Cameroon;Pool in the bed of Mayo Tokombéré;Tokombéré;10° 52' 0N;14° 9' 0E;10.86670;14.15000;Pool;Ripert;16;12;1977;;50;;;;
5672;10;Gyraulus;costulatus;;Cameroon;River Polo near Saa;Saa;4° 22' 0N;11° 26' 60E;4.36670;11.45000;River;Charlois;9;1;1979;;;;Ripert 132;;
5673;10;Gyraulus;costulatus;;Cameroon;Crater Lake near Voum;Voum;;;;;Lake;Ripert;;;1978;;95;;;;
5674;10;Gyraulus;costulatus;;Cameroon;Gué, Mayo Gousda;Gué;3° 51' 0N;10° 31' 0E;3.85000;10.51670;;Ripert;17;12;1977;;53;;;;
5675;10;Gyraulus;costulatus;;Cameroon;River Meching near Obang;Obang;2° 13' 0N;11° 4' 60E;2.21670;11.08330;River;Ripert;;;1972;;94;;;;
5676;10;Gyraulus;costulatus;;Cameroon;Source at Doubdjar village ;Doubdjar;;;;;;Ripert;19;12;1977;;59;;;;
5677;10;Gyraulus;costulatus;;Cameroon;Mayo Aïssa near Poli;Poli;8° 28' 60N;13° 15' 0E;8.48330;13.25000;;Ripert;21;12;1977;;69;;;;
5678;10;Gyraulus;costulatus;;Cameroon;Mayo Tsanaga near Mokolo;Mokolo;3° 52' 60N;11° 30' 0E;3.88330;11.50000;;Ripert;19;12;1977;;58;;;;
5679;10;Gyraulus;costulatus;;Ghana;Pokoase Agriculture station, Eastern region ;Pokoase;5° 40' 60N;0° 16' 60W;5.68330;-0.28330;;McCullough;10;2;1961;;939;;;;
5680;10;Gyraulus;costulatus;;Ghana;Stream near Akropong, Ashanti;Akropong;;;;;Stream;McCullough;21;2;1961;;305;;;;
5681;10;Gyraulus;costulatus;;Ghana;Nkinkasu near Techiman;Nkinkasu;;;;;;McCullough;;12;1960;;;;;;
5682;10;Gyraulus;costulatus;;Ghana;Dam 3 miles from Jirapa on Jirapa-Lawra road, NW area ;Jirapa;;;;;Dam;McCullough;1;12;1960;;972;;;;
5683;10;Gyraulus;costulatus;;Ghana;Arku Lagoon at Akuse Town. Eastern region ;Akuse ;6° 5' 60N;0° 7' 60E;6.10000;0.13330;Lagoon;McCullough;8;2;1961;;940;;;;
5684;10;Gyraulus;costulatus;;Ghana;Navrongo-Sandema;Navrongo;10° 53' 42N;1° 5' 38W;10.89500;-1.09390;;McCullough;;11;1952;;;;;;
5685;10;Gyraulus;costulatus;;Ghana;Kulpawn River 6 miles from Jefisi on, Han-Tumu road, NW area ;Jefisi;10° 46' 0N;2° 16' 0W;10.76670;-2.26670;River;McCullough;1;12;1960;;268;;;;
5686;10;Gyraulus;costulatus;;Ghana;Hian to Tumu;Hian;;;;;;McCullough;11;11;1952;;;;;;
5687;10;Gyraulus;costulatus;;Ghana;Wa to Kajopere;Wa;;;;;;McCullough;10;11;1952;;;;;;
5688;10;Gyraulus;costulatus;;Ghana;River Offin at Nerebehi;Nerebehi;6° 42' 0N;1° 48' 0W;6.70000;-1.80000;River;McCullough;22;2;1961;;325;;;;
5689;10;Gyraulus;costulatus;;Ghana;Nkinkasu, 78 miles SE of Kintampo;Nkinkasu;;;;;;McCullough;14;9;1960;;208;;;;
5690;10;Gyraulus;costulatus;;Ivory Coast;Gouméré;Gouméré;7° 54' 0N;2° 58' 60W;7.90000;-2.98330;;Binson;;;1956;;;;;;
5691;10;Gyraulus;costulatus;;Mali;Sankarani, Yanfolila area ;Sankarani River ;12° 1' 0N;8° 19' 0W;12.01667;-8.31667;;Sellin;3;12;1974;;;;;;
5692;10;Gyraulus;costulatus;;Sierra Leone;Makulu Stream Makali;Makali;;;;;Stream;Alio;21;4;1970;;;;;;
5693;10;Gyraulus;costulatus;;Burkina Faso;Pouenno swamp between Gaoua and Boromo;Boromo;11° 45' 0N;2° 55' 60W;11.75000;-2.93330;Swamp;Sellin;19;1;1977;;161;;;;
5694;10;Gyraulus;costulatus;;Ivory Coast;San Pedro;San Pedro;4° 43' 60N;6° 37' 0W;4.73330;-6.61670;;Sellin;;5;1973;;14;;;;
5695;10;Gyraulus;costulatus;;Burkina Faso;Black Volta near Zinedi;Zinedi;9° 58' 0N;2° 47' 60W;9.96670;-2.80000;River;Sellin;20;1;1977;;169;;;;
5696;10;Gyraulus;costulatus;;Liberia;Yak River, Yekepa;Yekepa;7° 34' 46N;8° 32' 16W;7.57940;-8.53780;River;B Jakobsen;;8;1969;;;;;;
5697;10;Gyraulus;costulatus;;Sierra Leone;Stream through Kenema;Kenema;;;;;Stream;Alio;19;4;1970;;;;;;
5698;10;Gyraulus;costulatus;;Ivory Coast;Bouaké ;Bouaké ;7° 40' 60N;5° 1' 59W;7.68330;-5.03310;;Binson;;;1956;;;;;;
5699;10;Gyraulus;costulatus;;Ivory Coast;Koulda near Bouna;Koulda;9° 22' 60N;2° 46' 0W;9.38330;-2.76670;;Sellin;;12;1973;;37;;;;
5700;10;Gyraulus;costulatus;;Togo;Kolemea, Kpando;Kpando;6° 47' 60N;0° 55' 0E;6.80000;0.91670;;Sellin;25;4;1976;;142;;;;
5701;10;Gyraulus;costulatus;;Mali;Dossola;Dossola;11° 31' 60N;8° 4' 60W;11.53330;-8.08330;;Sellin;25;2;1977;;193;;;;
5702;10;Gyraulus;costulatus;;Ivory Coast;Notadouo near Bouna;Bouna;9° 16' 0N;3° 0' 0W;9.26670;-3.00000;;Sellin;;12;1973;;35;;;;
5703;10;Gyraulus;costulatus;costulatus;DR Congo;River Ndigi at Kasenyi, Lake Albert;Kasenyi;1° 23' 60N;30° 25' 60E;1.40000;30.43330;River;Wanson;30;12;1948;;;;;;
5704;10;Gyraulus;costulatus;;DR Congo;River Fwa;River Fwa;5° 43' 0S;23° 25' 0E;-5.71667;23.41667;River;Schwez;;;1949;;;;;;
5705;10;Gyraulus;costulatus;;Angola;Chibia District River Tokimpunpumkine;Chibia;15° 9' 0S;13° 56' 60E;-15.15000;13.95000;River;WHO;;;1953;;"""10 & 11""";;;;
5706;10;Gyraulus;costulatus;;DR Congo;Muriama River at Mupopele;Mupopele;;;;;River;Symoens;21;11;1962;;9833;;;;
5707;10;Gyraulus;costulatus;;DR Congo;River Ngandu near Kinsemi, Luozi region ;Kinsemi;4° 54' 0S;13° 58' 60E;-4.90000;13.98330;River;Ripert;;;1972;;131;;;;
5708;10;Gyraulus;costulatus;;DR Congo;River Lubumbashi, Kipopo;Kipopo;4° 58' 0S;17° 49' 60E;-4.96670;17.83330;River;Symoens;18;11;1960;;(7825);;;;
5709;10;Gyraulus;costulatus;;DR Congo;Nianga River, Kisantu;Kisantu;4° 36' 54S;15° 6' 16E;-4.61500;15.10440;River;Ripert;;;1972;;35;;;;
5710;10;Gyraulus;costulatus;;DR Congo;River Lubumbashi, 11 km of Elisabethville;Elisabethville;11° 40' 0S;27° 28' 0E;-11.66670;27.46670;River;Symoens;27;10;1960;;(7746);;;;
5711;10;Gyraulus;costulatus;;DR Congo;River Lubumbashi,  Elisabethville;Elisabethville;11° 40' 0S;27° 28' 0E;-11.66670;27.46670;River;Symoens;21;1;1961;;(8078);;;;
5712;10;Gyraulus;costulatus;;DR Congo;River Lukungai, Kimpese;Kimpese;5° 32' 60S;14° 25' 60E;-5.55000;14.43330;River;Wanson;;;1938;;;;;;
5713;10;Gyraulus;costulatus;;DR Congo;River Kisegge, Kasenyi;Kasenyi;1° 23' 60N;30° 25' 60E;1.40000;30.43330;River;Wanson;;1;1949;;;;;;
5714;10;Gyraulus;costulatus;;DR Congo;Kipoto River ;Kipoto River ;;;;;River;Ripert;;;1972;;72;;;;
5716;10;Gyraulus;albidus;;South Africa;Ladysmith;Ladysmith;28° 33' 0S;29° 46' 60E;-28.55000;29.78330;;Brown;2;12;1964;;511;;G. corniculum on label;;
5717;10;Gyraulus;albidus;;South Africa;Stream  15 miles from Edendale;Edendale;;;;;Stream;Brown;20;2;1964;;105;;G. corniculum on label;;
5718;10;Gyraulus;albidus;;South Africa;Transvaal, Vaalbank, 15 miles from Winburg;Vaalbank;29° 55' 0S;26° 6' 0E;-29.91670;26.10000;;Brown;31;8;1964;;430;;G. corniculum on label;;
5719;10;Gyraulus;albidus;;South Africa;Transvaal, Kleinjukskei River, Johannesburg;Johannesburg;26° 11' 60S;28° 4' 60E;-26.20000;28.08330;River;Eeden;29;2;1957;;;;G. corniculum on label;;
5720;10;Gyraulus;albidus;;South Africa;Helpmekaar District ;Helpmekaar;;;;;;Eeden;26;3;1956;;;;G. corniculum on label;;
5721;10;Gyraulus;albidus;;Swaziland;Mbabane;Mbabane;26° 19' 0S;31° 7' 60E;-26.31670;31.13330;;Schutte;;9;1967;;16;;G. corniculum on label;;
5722;10;Gyraulus;ehrenbergi;;Egypt;Irrigation Canal in Damallu 4 km N of Benha, Qalibiya ;Damallu ;30° 29' 50N;31° 11' 30E;30.49720;31.19170;Irrigation ;Demian;10;8;1966;;34;;G. mareoticus on label;;
5723;10;Gyraulus;ehrenbergi;;Egypt;Irrigation Canal 43 km E of Alexandria, Rashid;Alexandria;31° 11' 53N;29° 55' 9E;31.19810;29.91920;Irrigation ;Demian;3;3;1966;;18;;G. mareoticus on label;;
5724;10;Gyraulus;ehrenbergi;;Egypt;The Nile at Barrage;Barrage;30° 11' 53N;31° 8' 3E;30.19810;31.13420;River;GMB;25;11;1965;;;;G. mareoticus on label;;
5725;10;Gyraulus;ehrenbergi;;Egypt;Small misqa near Arab El Eraki, 7 km NE of Qaliub;Qaliub;30° 10' 59N;31° 12' 19E;30.18310;31.20530;Misqa;GMB;7;12;1966;;;;G. mareoticus on label;;
5726;10;Gyraulus;ehrenbergi;;Egypt;Drain in Ezbet Khodeir E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Drain;Demian;21;12;1965;;13;;G. mareoticus on label;;
5727;10;Gyraulus;ehrenbergi;;Egypt;The Nile at Maadi;Maadi;29° 58' 0N;31° 15' 0E;29.96670;31.25000;River;Dampf;30;7;1919;;;;G. mareoticus on label;;
5728;10;Gyraulus;ehrenbergi;;Egypt;Birket El-Halwas near Ismailiya;Ismailiya;30° 34' 60N;32° 16' 0E;30.58330;32.26670;;Demian;3;2;1966;;15;;G. mareoticus on label;;
5729;10;Gyraulus;ehrenbergi;;Egypt;Drain in Ezbet Bilal 25 km E of Alexandria;Ezbet Bilal;31°15'53'' N;30°56'56'' E;31.26472;30.94889;Drain;Demian;3;3;1966;;16;;G. mareoticus on label;;
5730;10;Gyraulus;ehrenbergi;;Egypt;Irrigation Canal El Haram, Giza;El Haram;29° 24' 27N;31° 10' 22E;29.40750;31.17280;Irrigation ;Demian;29;7;1966;;30;;G. mareoticus on label;;
5731;10;Gyraulus;ehrenbergi;;Egypt;The Nile at Cairo;Cairo;30° 3' 0N;31° 15' 0E;30.05000;31.25000;River;Dr. Ayad;;7;1952;;;;G. mareoticus on label;;
5732;10;Gyraulus;ehrenbergi;;Egypt;Near Edkou;Edkou;31° 18' 20N;30° 17' 57E;31.30560;30.29920;;Aboul-Ela;;;1966;;;;G. mareoticus on label;;
5733;10;Gyraulus;ehrenbergi;;Egypt;Drain in El-Basasta E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Drain;Demian;21;12;1965;;11;;G. mareoticus on label;;
5734;10;Gyraulus;ehrenbergi;;Egypt;Drain in El-Adliya 5 km S of Damietta, Domyat;El-`Âdlîya ;31° 23' 41N;31° 45' 47E;31.39472;31.76306;Drain;Demian;22;12;1965;;14;;;;
5735;10;Gyraulus;ehrenbergi;;Egypt;Drain near Shalshalamun, S of Minya el-Qaush, Sharqiya;Shalshalamun;30° 30' 0N;31° 21' 0E;30.50000;31.35000;Drain;Demian;17;11;1965;;4;;;;
5736;10;Gyraulus;ehrenbergi;;Egypt;Qalibiya Province ;Qaliubiya;31° 6' 50N;31° 34' 15E;31.11390;31.57080;;Biskan;;3;1955;;;;;;
5737;10;Afrogyrus (A.);coretus;;Sudan;The Green Belt near Khartoum;Khartoum;15° 35' 17N;32° 32' 3E;15.58810;32.53420;;Hunter;;1;1967;;;;Anisus coretus on label;;
5738;10;Afrogyrus (A.);coretus;;Kenya;Stream at Kikuyk;Kikuyk;;;;;Stream;DJ Bradley;;;;;RR;;Anisus coretus on label;;
5739;10;Afrogyrus (A.);coretus;;Uganda;Bugungu near Jinja;Bugungu;0° 24' 0N;33° 12' 0E;0.40000;33.20000;;Cridland;;2;1954;;;;Anisus coretus on label;;
5740;10;Afrogyrus (A.);coretus;;Tanzania;Mkomazi River, Tanga District ;Tanga;5° 4' 0S;39° 6' 0E;-5.06670;39.10000;River;Sturrock;31;7;1963;;323;;Anisus coretus on label;;
5741;10;Afrogyrus (A.);coretus;;Kenya;Mzima Spring, Tsavo West;Mzima ;3° 1' 0S;38° 1' 0E;3.01667;38.01667;Spring;Teesdale;;2;1959;;;;Anisus natalensison label;;
5742;10;Afrogyrus (A.);coretus;;Tanzania;Small Stream Tanga-Moa road;Tanga;5° 4' 0S;39° 6' 0E;-5.06670;39.10000;Stream;McCullough;11;8;1972;;;;Anisus coretus on label;;
5743;10;Afrogyrus (A.);coretus;;Sudan;Juba, Khor from the Nile;Juba;4° 50' 60N;31° 37' 0E;4.85000;31.61670;River;Ayad;;;1952;;;;Anisus coretus on label;;
5744;10;Afrogyrus (A.);coretus;;Somalia;Genale;Genale;1° 48' 0N;44° 42' 0E;1.80000;44.70000;;Arfaa;;7;1968;;;;Anisus coretus on label;;
5745;10;Afrogyrus (A.);coretus;;Tanzania;Korogwe Ponds, Tanga District ;Korogwe;5° 9' 0S;38° 28' 60E;-5.15000;38.48330;Pond;Sturrock;30;7;1963;;517;;Anisus coretus on label;;
5746;10;Afrogyrus (A.);coretus;;Kenya;Hola;Hola;1° 30' 13S;40° 1' 44E;-1.50360;40.02890;;OR;;5;1975;;;;;;
5747;10;Afrogyrus (A.);coretus;;Somalia;Qoryooley District, W Shebeli River 100 km from Mogadishu;Mogadishu;2° 4' 0N;45° 22' 0E;2.06670;45.36670;River;S Upatham;;3;1977;;;;;;
5748;10;Afrogyrus (A.);coretus;;Kenya;Pool near Mariakeni on road to Kaloleni, Mombasa;Mariakeni ;3° 52' 0S;39° 28' 0E;-3.86670;39.46670;Pool;Young;;;1972;;38;;Anisus natalensison label;;
5749;10;Afrogyrus;coretus;;Tanzania;Stream between Buiko and Mkomazi, Tanga;Buiko;4° 39' 0S; 38° 2' 60E ;-4.65000;38.05000;Stream;FF;21;2;1973;;;;;;
5750;10;Afrogyrus;coretus;;Tanzania;Pemba Island, Ngaani swamp Kilidini, Wingwi Shehia;Kilindini;5° 0' 0S;39° 49' 0E;-5.00000;39.81670;Swamp;Goatley;;9;1962;;41;;Anisus coretus on label;;
5751;10;Afrogyrus;coretus;;Tanzania;Pangami Stream/Marsh, Tanga District ;Pangami ;5° 25' 60S;38° 58' 0E;-5.43330;38.96670;Stream;Sturrock;22;7;1963;;56;;Anisus coretus on label;;
5752;10;Afrogyrus;coretus;;Tanzania;Pond at Arusha;Arusha;3° 22' 0S;36° 40' 60E;-3.36670;36.68330;Pond;FF;28;2;1973;;;;;;
5753;10;Afrogyrus;coretus;;Zimbabwe;Musitkwe Dam;Musitkwe ;17° 44' 30S;30° 56' 20E;-17.74170;30.93890;Dam;Cridland;;7;1963;;119-20;;;;
5754;10;Afrogyrus;coretus;;Zambia;Chyuni SW of Kabwe;Kabwe;14° 25' 60S;28° 26' 60E;-14.43330;28.45000;;Sturrock;4;5;1978;;z38;;;;
5755;10;Afrogyrus;coretus;;Kenya;Ditch in rice field near Kam Dangu, Sagoua;Sagoua;;;;;Ditch;Young;;;1972;;17;;Anisus coretus on label;;
5756;10;Afrogyrus;coretus;;Zambia;Ndola;Ndola;12° 58' 0S;28° 37' 60E;-12.96670;28.63330;;Cridland;;;1966;;;;Anisus coretus on label;;
5757;10;Afrogyrus;coretus;;Zambia;Lake Kariba, Ndola Bay;Ndola Bay;12° 58' 0S;28° 37' 60E;-12.96670;28.63330;Lake ;Cridland;;8;1963;;142;;Anisus coretus on label;;
5758;10;Afrogyrus;coretus;;Zambia;Mumengu SW of Kabwe;Kabwe;14° 25' 60S;28° 26' 60E;-14.43330;28.45000;;Sturrock;4;5;1976;;z 55;;;;
5759;10;Afrogyrus;coretus;;Botswana;Shishikola Pan;Shishikola Pan;;;;;;PA Smith;24;6;1975;;;;(Verdcourt);;
5760;10;Afrogyrus;coretus;;Ghana;Kintampo (akuaria);Kintampo;8° 3' 0N;1° 43' 0W;8.05000;-1.71670;;McCullough;;6;1960;;;;Anisus coretus on label;;
5761;10;Afrogyrus;coretus;;Ghana;Kpompkpo village ;Kpompkpo ;;;;;;McCullough;16;5;1960;;202;;Anisus coretus on label;;
5762;10;Afrogyrus;coretus;;Ghana;"Stream ""Susuan"" Terehiri village. Brong-Ahafo";Terchiri ;7° 13' 0N;2° 10' 60W;7.21670;-2.18330;Stream;McCullough;20;2;1961;;294;;Anisus coretus on label;;
5763;10;Afrogyrus;coretus;;Ghana;Chichekope village (Kuietukope);Chichekope;;;;;;McCullough;25;4;1960;;201;;Anisus coretus on label;;
5764;10;Afrogyrus;coretus;;Ghana;Pond E of Whuti village, Keta area ;Whuti ;5° 46' 60N;0° 51' 0E;5.78330;0.85000;Pond;McCullough;7;11;1960;;1024;;Anisus coretus on label;;
5765;10;Afrogyrus;coretus;;Ghana;Kledeke village, Battor area ;Kledeke;;;;;;McCullough;30;5;1960;;200;;Anisus coretus on label;;
5766;10;Afrogyrus;coretus;;Ghana;"Stream ""Sankoto"" near Brofoyedru ";Brofoyedru ;;;;;Stream;McCullough;22;2;1961;;309;;Anisus coretus on label;;
5767;10;Afrogyrus;coretus;;Ghana;Nangua Reservoir, Accra;Nangua;;;;;Reservoir;JD Thomas;;7;1962;;;;Anisus coretus on label;;
5768;10;Afrogyrus;coretus;;Ghana;Volta Lake at Akosombo (50 miles NE of Accra);Akosombo;6° 17' 60N;0° 3' 0E;6.30000;0.05000;Lake ;T Peth;12;2;1965;;P/19;;Anisus coretus on label, Formalin;;
5769;10;Afrogyrus;coretus;;Ivory Coast;Moape, Adzope area ;Moape;6° 11' 58N;3° 48' 28W;6.19940;-3.80780;;Sellin;24;5;1975;;126;;;;
5770;10;Ceratophallus;natalensis;;Nigeria;Ibadan;Ibadan;7° 23' 16N;3° 53' 47E;7.38780;3.89640;;S Clausen;;;1955;;;;Anisus natalensis on label;;
5771;10;Afrogyrus;coretus;;Gambia;Rice swamps, Bansang area ;Bansang ;13° 25' 60N;14° 39' 0W;13.43330;-14.65000;Swamp;Smithers;7;7;1954;;;;Anisus coretus on label;;
5772;10;Afrogyrus;coretus;;Ivory Coast;Bouaké ;Bouaké ;7° 40' 60N;5° 1' 59W;7.68330;-5.03310;;Binson;;;1956;;;;Anisus coretus on label;;
5773;10;Afrogyrus;coretus;;Gambia;South Pool, Kartung;Kartung;13° 5' 41N;16° 45' 44W;13.09470;-16.76220;Pool;Smithers;18;11;1954;;;;Anisus coretus on label;;
5774;10;Afrogyrus;coretus;;Ivory Coast;Govitan near Bouna;Govitan;9° 52' 0N;3° 43' 60W;9.86670;-3.73330;;Sellin;;12;1973;;35;;;;
5775;10;Afrogyrus;coretus;;Ivory Coast;Diasso Adzope area;Diasso;6° 5' 19N;3° 46' 9W;6.08860;-3.76920;;Sellin;27;5;1975;;127;;;;
5776;10;Afrogyrus;coretus;;Niger;Swamp at the Niger between Tara and Gaya;Tara;11° 54' 0N;3° 19' 60E;11.90000;3.33330;Swamp;Tager-Kagan;;4;1974;;;;;;
5777;10;Afrogyrus;coretus;;Niger;Swamp in the Niger Valley near Niamey;Niamey;13° 31' 0N;2° 7' 0E;13.51670;2.11670;Swamp;Gretillat;;3;1974;;;;;;
5778;10;Afrogyrus;coretus;;Ivory Coast;San Pedro;San Pedro;4° 43' 60N;6° 37' 0W;4.73330;-6.61670;;Sellin;;5;1973;;14;;;;
5779;10;Afrogyrus;coretus;;Togo;Lomé Lagoon;Lomé ;6° 7' 55N;1° 13' 22E;6.13190;1.22280;Lagoon;Loisette;2;5;1968;;;;Anisus coretus on label;;
5780;10;Afrogyrus;coretus;;Togo;Sansanne-Mango;Sansanne-Mango;10° 21' 33N;0° 28' 15E;10.35920;0.47080;;Sellin;;2;1973;;16;;Anisus coretus on label;;
5781;10;Afrogyrus;coretus;;Togo;Lake Togo;Lake Togo;6° 14' 35N;1° 25' 24E;6.24306;1.42333;Lake ;Benoit;;10;1969;;;;mis, Anisus coretus on label;;
5782;10;Afrogyrus;coretus;;Burkina Faso;Koala swamp near Legmoin;Legmoin;10° 9' 0N ;2° 53' 60W;10.15000;-2.90000;Swamp;Sellin;21;1;1977;;165;;;;
5783;10;Afrogyrus;coretus;;Ivory Coast;Nkoupe, Adzope;Nkoupe;6° 4' 49N;3° 56' 44W;6.08030;-3.94560;;Sellin;23;5;1975;;125;;;;
5784;10;Afrogyrus;coretus;;Niger;Kissake;Kissake;;;;;;Tager-Kagan;;3;1977;;;;;;
5785;10;Afrogyrus;coretus;;Ivory Coast;Sankadiokro;Sankadiokro;6° 51' 48N;3° 30' 22W;6.86330;-3.50610;;Binson;;;1956;;;;;;
5786;10;Afrogyrus;coretus;;Mali;Tenenkou near Mepti;Tenenkou;14° 28' 0N;4° 55' 0W;14.46670;-4.91670;;Sellin;;2;1973;;9;;;;
5787;10;Afrogyrus;coretus;;Nigeria;Swamp in Kpatachi Island, River Niger, Wawa District ;Kpatachi ;9° 49' 0N;4° 37' 60E;9.81670;4.63330;Swamp;McMahon;4;12;1961;;;;Anisus coretus on label;;
5788;10;Afrogyrus;gibbonsi;;Ivory Coast;Station ORSTOM, Adiopo Doumé;Adiopo Doumé;5° 20' 12N;4° 7' 57W;5.33670;-4.13250;;E Binder;;;1954;;;;Gyraulus gibbonsion label, éch. Mus. Genéve 1971;;
5789;10;Afrogyrus;coretus;;Cameroon;Pool in the bed of Mayo Tokombéré;Tokombéré;10° 52' 0N;14° 9' 0E;10.86670;14.15000;Pool;Ripert;16;12;1971;;50;;;;
5790;10;Afrogyrus;coretus;;Cameroon;Small River near Eseka;Eseka;3° 38' 60N;10° 46' 0E;3.65000;10.76670;River;Ripert;14;3;1977;;40;;;;
5791;10;Afrogyrus;coretus;;Cameroon;Panku River at Lake Mono;Panku River;;;;;River;Ripert;;4;1975;;10;;;;
5792;10;Afrogyrus;coretus;;Cameroon;River Guen near Bafia on road to Bafoussam;Bafia ;4°45'0'' N;11°14'0'' E;2.75000;11.23333;River;Ripert;;;1978;;93;;;;
5793;10;Afrogyrus;coretus;;Cameroon;Small River in Mala guater of Eseka;Eseka;3° 38' 60N;10° 46' 0E;3.65000;10.76670;River;Ripert;14;3;1977;;39;;;;
5794;10;Afrogyrus;coretus;;Cameroon;Sonichaga swamp near Ntom-Abel;Ntom Abel;;;;;Swamp;Charlois;7;1;1979;;;;Ripert 136;;
5795;10;Afrogyrus;coretus;;Cameroon;Eseka, Tetem Stream ;Eseka;3° 38' 60N;10° 46' 0E;3.65000;10.76670;Stream;Duzo;22;3;1971;;;;Anisus coretus on label;;
