Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
4992;4;Lymnaea;mauritiana;;Reunion;River of Galcto (Usine électrique);Galcto;;;;;River;Brygoo;;2;1970;;12;;;;
4993;4;Lymnaea;natalensis;;Zimbabwe;Manyongo River, 10 miles from Harare (Salisbury) to Nyasaland;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1963;;258;;;;
4994;4;Lymnaea;natalensis;;Tanzania;Ngudu;Ngudu;2° 58' 0S;33° 19' 60E;-2.96670;33.33330;;GMB;21;2;1961;;;;;;
4995;4;Lymnaea;natalensis;;South Africa;Transvaal, fish pond, Potchefstroom ;Potchefstroom ;26° 43' 0S;27° 6' 0E;-26.71670;27.10000;Fish pond;;24;11;1957;;;;;;
4996;4;Lymnaea;natalensis;;Zambia;Kafue River near Lusaka;Lusaka ;15° 25' 0S;28° 16' 60E;-15.41670;28.28330;River;Chumfwende;8;9;1976;;;;;;
4997;4;Lymnaea;natalensis;;Zambia;Kapalala swamp ;Kapalala;;;;;Swamp;McCullough;10;6;1957;;;;;;
4998;4;Lymnaea;natalensis;;Tanzania;Pond at 47 on Nambangale-Malinyi road, Ifakara area ;Malinyi ;8° 55' 60S;36° 7' 60E;-8.93330;36.13330;Pond;Degremont;11;9;1971;;;;;;
4999;4;Lymnaea;natalensis;exserta;Uganda;Small stream 6 miles N of Bujagali;Bujagali;0° 28' 60N;33° 8' 60E;0.48333;33.15000;Stream ;Cridland;;6;1951;;;;;;
5000;4;Lymnaea;natalensis;exserta;Uganda;Victoria Nile at Forest station;Forest station;;;;;River;Cridland;;10;1950;;;;;;
5001;4;Lymnaea;natalensis;exserta;Uganda;Victoria Nile at Jinja;Jinja;0° 22' 60N;32° 32' 60E;0.38330;32.55000;River;Cridland;;4;1950;;;;;;
5002;4;Lymnaea;natalensis;exserta;Tanzania;Small stream near Mwanza;Mwanza;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;Stream ;Cridland;;12;1950;;;;;;
5003;4;Lymnaea;natalensis;exserta;Uganda;6 miles of Bujagali;Bujagali;0° 28' 60N;33° 8' 60E;0.48333;33.15000;;Cridland;;6;1951;;221;;;;
5004;4;Lymnaea;natalensis;exserta;Uganda;Victoria Nile at Bujagali;Bujagali;0° 28' 60N;33° 8' 60E;0.48333;33.15000;River;GMB;18;2;1957;;;;;;
5005;4;Lymnaea;natalensis;exserta;Uganda;Kichwamba, Mirambi Crater Lake ;Kichwamba;0° 40' 60S;29° 55' 60E;-0.68330;29.93330;Lake;Cridland;;2;1954;;;;;;
5006;4;Lymnaea;sp.;;South Africa;Cape Province, the Farm Prospect Vale, Addo;Prospect Vale;33° 34' 60S;25° 31' 60E;-33.58330;25.53330;;Eeden;;;1957;;;;;;
5007;4;Lymnaea;truncatula;;South Africa;Transvaal, Malelani Dam;Malelani ;32° 43' 0S;26° 52' 0E;-32.71670;26.86670;;LeRoux;8;9;1954;;;;;;
5008;4;Lymnaea;truncatula;;Tanzania;Mtumbi, Lushoto District ;Lushoto;4° 46' 60S;38° 16' 60E;-4.78330;38.28330;;Vet. Dep.;;1;1962;;;;(Verdcourt);;
5009;4;Lymnaea;truncatula;;Tanzania;Mgwashi  valley, Lushoto District ;Mgwashi ;4° 43' 0S;38° 25' 0E;-4.71670;38.41670;;Butler;;;1960;;;;(Verdcourt);;
5010;4;Lymnaea;truncatula;;Ethiopia;Stream at Mirna Harar, 16-1800 m;Harar; 9° 19' 0N ;42° 7' 0E;9.31670;42.11670;Stream ;Graber;16;3;1973;;26;;;;
5011;4;Lymnaea;truncatula;;Egypt;;Egypt;27° 0' 0N;30° 0' 0E;27.00000;30.00000;;Zaghloul;;;1966;;;;;;
5012;4;Lymnaea;truncatula;;Kenya;Water Farm, Nanyuki;Nanyuki;0° 1' 0N; 37° 4' 0E ;0.01670;37.06670;;Dinnik;23;8;1957;;;;;;
5013;4;Lymnaea;truncatula;;DR Congo;Kishenyi, Kivu;Kishenyi;1° 57' 51S;29° 5' 47E;-1.96420;29.09640;;Gillet;;;1959;;MG;;;;
5014;4;Lymnaea;truncatula;;Morroco;Zagora village, Ouarzazate;Zagora;30° 19' 0N;5° 49' 60W;30.31670;-5.83330;;McCullough;;4;1978;;;;;;
5015;4;Lymnaea;natalensis;;DR Congo;Tshibitoke, Kalambo, Ruzizi Plains;Tshibitoke;;;;;Plains;Gillet;;;1959;;34A;;;;
5016;4;Lymnaea;natalensis;;DR Congo;Funa River 200 m S of Bongolo;Bongolo;6° 35' 60S;16° 46' 0E;-6.60000;16.76670;River;Benneke;12;11;;;123;;;;
5017;4;Lymnaea;natalensis;;DR Congo;Dam Clossen, Lungutu, Ruzizi Plains;Lungutu;3° 4' 47S;29° 7' 8E;-3.07970;29.11890;Dam;Gillet;;;1959;;C10;;;;
5018;4;Lymnaea;natalensis;;DR Congo;Katanga, Kashie;Katanga;9° 0' 0S;26° 0' 60E;-9.00000;26.00000;;Malaisse;4;7;1969;;7025;;;;
5019;4;Lymnaea;natalensis;;DR Congo;Etan Sango, Kalambo, Ruzizi Plains;Sango;3° 52' 44S;29° 4' 30E;-3.87890;29.07500;Plains;Gillet;;;1959;;33A;;;;
5020;4;Lymnaea;natalensis;;DR Congo;Katanga, Luiswishi;Luiswishi;11°31'0'' S;28°12'0'' E;;;;Symoens;9;3;1961;;8291;;;;
5021;4;Lymnaea;natalensis;;Kenya;Athi River at 14 Falls, Thika;Thika;1° 3' 0S;37° 4' 60E;-1.05000;37.08330;River;Verdcourt;;6;1951;;;;;;
5022;4;Lymnaea;natalensis;;Tanzania;Kichemchem stream, Bagamoyo;Bagamoyo;5° 7' 0S;39° 4' 60E;-5.11670;39.08330;Stream ;Webbe;20;5;1959;;;;;;
5023;4;Lymnaea;natalensis;;Uganda;Kichwamba, Crater Lake ;Kichwamba;0° 40' 60S;29° 55' 60E;-0.68330;29.93330;Lake;GMB;11;2;1950;;;;;;
5024;4;Lymnaea;natalensis;;Kenya;Nzeu, Ktui;Nzeu;;;;;;Teesdale;;;19;;;;Verdcourt mis 1956;;
5025;4;Lymnaea;natalensis;;Kenya;Mwea, Embu;Embu; 0° 31' 60S ;37° 27' 0E;-0.53330;37.45000;;Choudry;;9;1972;;;;;;
5026;4;Lymnaea;natalensis;;Kenya;Goldmine at Kakamega;Kakamega;0° 16' 60N;34° 45' 0E;0.28330;34.75000;Goldmine;MacMahon;6;7;1950;;;;;;
5027;4;Lymnaea;natalensis;;Egypt;Drain in Ezbet Kobbara 3 km E of Kafr el-Dawaar, Beheira;Beheira;30° 59' 0N;30° 12' 0E;30.98333;30.20000;Drain;Demian;5;3;1966;;19;;;;
5028;4;Lymnaea;natalensis;;Uganda;Lake Victoria at Bukakata;Bukakata;0° 18' 0S;32° 1' 60E;-0.30000;32.03330;Lake;Cridland;;;;;;;;;
5029;4;Lymnaea;natalensis;;Uganda;Victoria Nile at Bujagali;Bujagali;0° 28' 60N;33° 8' 60E;0.48333;33.15000;River;GMB;18;2;1951;;;;;;
5030;4;Lymnaea;natalensis;;Somalia;Eil;Eil;7° 58' 60N;49° 49' 0E;7.98330;49.81670;;Maffi;;5;1959;;;;;;
5031;4;Lymnaea;natalensis;;Uganda;Teboke 27 miles W of Lira swamp ;Teboke;1° 49' 0N;32° 17' 60E;1.81670;32.30000;Swamp;Sturrock ;12;6;1965;;6;;;;
5032;4;Lymnaea;natalensis;exserta;Uganda;Victoria Nile at Fajao;Fajao;2° 16' 0N;31° 41' 60E;2.26670;31.70000;River;Cridland;;10;1951;;;;;;
5033;4;Lymnaea;natalensis;gravieri;Ethiopia;Swamp between Dubte and Asaita;Asaita;11° 33' 49N;41° 26' 22E;11.56360;41.43940;Swamp;Brown;11;3;1966;;5;;;;
5034;4;Lymnaea;natalensis;;Tanzania;Kalenga swamps W of Iringa;Kalenga;7° 47' 60S;35° 36' 0E;-7.80000;35.60000;Swamp;Sturrock ;23;6;;;S/64;;;;
5035;4;Lymnaea;natalensis;;Tanzania;Mbarati, Southern Highlands;Mbarati;8° 34' 60S;38° 40' 0E;-8.58330;38.66670;;Sturrock ;2;2;1962;;(S5);;;;
5036;4;Lymnaea;natalensis;;Tanzania;Well at Luego, Songea;Songea;10° 40' 60S;35° 38' 60E;-10.68330;35.65000;Well;Sturrock ;13;6;1962;;S/41;;;;
5037;4;Lymnaea;natalensis;;Tanzania;Small dam at Sumbawanga, S.W.T;Sumbawanga;7° 58' 0S;31° 37' 0E;-7.96670;31.61670;Dam;Godley;;6;1960;;;;;;
5038;4;Lymnaea;natalensis;;Tanzania;Kibondo Swamp, Southern Highland;Kibondo;;;;;Swamp;Godley;2;6;1960;;;;;;
5039;4;Lymnaea;natalensis;;Tanzania;Nyamtumbo, between Songea and Tunduru;Nyamtumbo;10° 30' 0S;36° 6' 0E;-10.50000;36.10000;;Sturrock ;18;6;1962;;S/43;;;;
5040;4;Lymnaea;natalensis;;Tanzania;Kasutu Lake, Southern Highland;Kasutu Lake;;;;;Lake;Godley;3;6;1960;;;;;;
5041;4;Lymnaea;natalensis;;Tanzania;Mbamba swamps, eastern shore of Lake Nyasa (Malawi);Mbamba Bay;11° 16' 60S;34° 46' 0E;-11.28330;34.76670;Swamp;Sturrock ;16;6;1962;;S/34;;;;
5042;4;Lymnaea;natalensis;;Tanzania;Lake Ngwasi near Mufindi;Mufindi;8° 35' 60S;35° 16' 60E;-8.60000;35.28330;Lake;Lakelab;;12;1953;;;;;;
5043;4;Lymnaea;natalensis;;Tanzania;Small dam Sumbawanga;Sumbawanga;7° 58' 0S;31° 37' 0E;-7.96670;31.61670;Dam;Godley;;6;1960;;;;;;
5044;4;Lymnaea;natalensis;;Tanzania;River at km 49 on Kidugalo-Malinyi road, Ifakara area ;Kidugalo;5° 39' 0S;32° 45' 0E;-5.65000;32.75000;River;Degremont;11;10;1971;;;;;;
5045;4;Lymnaea;natalensis;;Tanzania;Lake Singida, eastern shore;Lake Singida;4°47'0'' S;34°45'0'' E;;;Lake;Msangi;;8;1963;;;;;;
5046;4;Lymnaea;natalensis;;Tanzania;Kilombero irrigition scheme, 2˚ Canal;Kilombero;8° 31' 0S;37° 22' 0E;-8.51667;37.36667;Irrigation;Sturrock ;17;8;1964;;(25);;;;
5047;4;Lymnaea;natalensis;;Tanzania;Kadinluuka G. 2. Ifakara, swamp ;Ifakara;8° 7' 60S;36° 40' 60E;-8.13330;36.68330;Swamp;Degremont;3;9;1971;;;;;;
5048;4;Lymnaea;natalensis;;Tanzania;Mangoni Irrigation canal SE of Singida;Singida;4° 49' 0S;34° 45' 0E;-4.81670;34.75000;Irrigation;Sturrock ;27;6;1962;;S/75;;;;
5049;4;Lymnaea;natalensis;;Tanzania;Lake Singida;Lake Singida;4°47'0'' S;34°45'0'' E;;;Lake;McClelland;26;9;1957;;;;;;
5050;4;Lymnaea;natalensis;;Tanzania;Drainage farrow near Lake Singida;Lake Singida;4°47'0'' S;34°45'0'' E;;;Drain;Msangi;;8;1963;;;;;;
5051;4;Lymnaea;natalensis;;Tanzania;Pond at km 80 Nambungale-Malinyi road, Ifakara area ;Malinyi ;8° 55' 60S;36° 7' 60E;-8.93330;36.13330;Pond;Degremont;;9;1971;;;;;;
5052;4;Lymnaea;natalensis;;Tanzania;Kalenga swamps, Iringa;Kalenga;7° 47' 60S;35° 36' 0E;-7.80000;35.60000;Swamp;Sturrock ;14;8;1964;;(6);;;;
5053;4;Lymnaea;natalensis;;Tanzania;Chimala in river ;Chimala;8° 50' 60S;34° 1' 0E;-8.85000;34.01670;River;ES Brown;31;10;1963;;;;;;
5054;4;Lymnaea;natalensis;;Tanzania;Stream at Kibondo, W.T.T.;Kibondo;;;;;Stream ;Godley;;6;1960;;;;;;
5055;4;Lymnaea;natalensis;;Tanzania;Stream between Bumbuli and Soni, Tanga District ;Bumbuli;4° 52' 0S;38° 28' 0E;-4.86670;38.46670;Stream ;FF;23;2;1973;;;;;;
5056;4;Lymnaea;natalensis;;Tanzania;Kisiwani irrigition scheme, Tanga District ;Tanga;5° 4' 0S;39° 6' 0E;-5.06670;39.10000;Irrigation;Sturrock ;5;7;1963;;S3;;;;
5057;4;Lymnaea;natalensis;;Tanzania;Ifakara;Ifakara;8° 7' 60S;36° 40' 60E;-8.13330;36.68330;;H Marthi;;;;821120;;;Det. JEJ ;;
5058;4;Lymnaea;natalensis;;Tanzania;Korogwe pool;Korogwe;5° 9' 0S;38° 28' 60E;-5.15000;38.48330;Pool;Cridland;;11;1952;;;;mis;;
5059;4;Lymnaea;natalensis;;Tanzania;Kisangara River, Tanga District ;Kisangara;;;-3.58333;37.51667;River;Sturrock ;5;7;1963;;S1;;;;
5060;4;Lymnaea;natalensis;;Tanzania;Ifakara;Ifakara;8° 7' 60S;36° 40' 60E;-8.13330;36.68330;;H Marthi;;;;811120;;;Det. JEJ ;;
5061;4;Lymnaea;natalensis;;Tanzania;Kitini irrigition canal, Tanga District ;Tanga;5° 4' 0S;39° 6' 0E;-5.06670;39.10000;Irrigation;Sturrock ;31;7;1963;;S30;;;;
5062;4;Lymnaea;natalensis;;Tanzania;Msare, Lushoto District ;Lushoto;4° 46' 60S;38° 16' 60E;-4.78330;38.28330;;Vet. Dep.;;1;1962;;;;(Verdcourt);;
5063;4;Lymnaea;natalensis;;Tanzania;Ngudu, new dam;Ngudu;2° 58' 0S;33° 19' 60E;-2.96670;33.33330;Dam;GMB;21;2;1961;;;;;;
5064;4;Lymnaea;natalensis;;Tanzania;Lake Victoria, Mwanza 4, mud bottom;Mwanza;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;Lake;Cridland;;12;1950;;;;;;
5065;4;Lymnaea;natalensis;;Tanzania;Large dam, Maswa, 60 miles from Mwanza;Maswa;2° 40' 60S;33° 58' 60E;-2.68330;33.98330;Dam;G Kinoti;;12;1962;;;;;;
5066;4;Lymnaea;natalensis;;Tanzania;Small dam at Mantare, 40 miles from Mwanza;Mantare;2° 43' 0S;33° 13' 0E;-2.71670;33.21670;Dam;G Kinoti;;12;1962;;;;;;
5067;4;Lymnaea;natalensis;;Tanzania;Nyanhwale, Geita District ;Nyanhwale;3° 2' 60S;32° 36' 0E;-3.05000;32.60000;;Godley;;6;1960;;;;;;
5068;4;Lymnaea;natalensis;;Tanzania;Nyakato E of Mwanza;Nyakato;2° 32' 60S;32° 57' 0E;-2.55000;32.95000;;OR;;8;1971;;;;;;
5069;4;Lymnaea;natalensis;;Tanzania;Nyankambu, Geita District ;Nyankambu;2° 52' 60S;32° 12' 0E;-2.88330;32.20000;;Godley;;6;1960;;;;;;
5070;4;Lymnaea;natalensis;;Tanzania;Stream in Mwanza Township;Mwanza ;2° 31' 0S;32° 53' 60E;-2.51670;32.90000;Stream ;LeRoux;28;7;1954;;(57);;;;
5071;4;Lymnaea;natalensis;;Tanzania;Malya fish ponds;Malya;2° 58' 60S;33° 31' 0E;-2.98330;33.51670;Fish pond;GMB;21;2;1961;;;;;;
5072;4;Lymnaea;natalensis;;Tanzania;Small dam at Nyambiti 50 miles from Mwanza;Nyambiti;2° 49' 60S;33° 25' 0E;-2.83330;33.41670;Dam;G Kinoti;;12;1962;;;;;;
5073;5;Lymnaea;natalensis;;Niger;River Niger at Gotheye;Gotheye;13° 51' 26N;1° 33' 55E;13.85720;1.56530;River;Tager-Kagan;;3;1975;;5;;;;
5074;5;Lymnaea;natalensis;;Niger;Gaya near the boundary to Dakomey/Nigeria;Gaya;11° 53' 16N;3° 26' 48E;11.88780;3.44670;;Gretillet;;1;1942;;;;;;
5075;5;Lymnaea;natalensis;;Niger;Bengou, marsh;Bengou;11° 58' 60N;3° 34' 60E;11.98330;3.58330;Marsh;Tager-Kagan;21;12;1973;;;;;;
5076;5;Lymnaea;natalensis;;Niger;Say S of Niamey, small stream;Say;13° 6' 29N;2° 21' 35E;13.10810;2.35970;Stream ;Tager-Kagan;10;12;1973;;;;;;
5077;5;Lymnaea;natalensis;;Niger;River Niger at Rio Bravo;Rio Bravo;;;;;River;Tager-Kagan;;3;1975;;4;;;;
5078;5;Lymnaea;natalensis;;Gambia;Sifoe, Kombo area ;Sifoe;13° 11' 1N;16° 41' 51W;13.18360;-16.69750;;McCullough;17;3;1953;;;;;;
5079;5;Lymnaea;natalensis;;Gambia;Between Tanji and Serakunda;Tunji;13° 20' 56N;16° 47' 27W;13.34890;-16.79080;;McCullough;17;3;1953;;;;;;
5080;5;Lymnaea;natalensis;;Gambia;Western Division, Kiti Brigde;Kiti;13° 13' 52N;16° 40' 0W;13.23110;-16.66670;;Smithers;30;3;1954;;;;;;
5081;5;Lymnaea;natalensis;;Senegal;70 km from Dakar;Dakar;14° 40' 15N;17° 26' 17W;14.67080;-17.43810;;Diallo;;2;1974;;;;;;
5082;5;Lymnaea;natalensis;;Liberia;Yekepa (Lamoo) W of Mt. Nimba;Yekepa;7° 34' 46N;8° 32' 16W;7.57940;-8.53780;;KB Jakobsen;1;5;1969;;;;;;
5083;5;Lymnaea;natalensis;;Liberia;Central Province ;Central Province ;;;;;;Alves;;;1955;;;;;;
5084;5;Lymnaea;natalensis;;Liberia;Gbarnga, Bong;Gbarnga;6°59'44''N;9°28'20''W;6.99556;-9.47222;;Saladin;29;12;1977;;;;;;
5085;5;Lymnaea;natalensis;;Sierra Leone;Masingbi;Masingbi;8° 37' 60N;11° 28' 0W;8.63330;-11.46670;;Alio;21;4;1970;;;;;;
5086;5;Lymnaea;natalensis;;Sierra Leone;Mamansu;Mamansu;8° 40' 0N;12° 26' 60W;8.66670;-12.45000;;Alio;21;4;1970;;;;;;
5087;5;Lymnaea;natalensis;;Sierra Leone;Stream in Kenema;Kenema;;;;;Stream ;Alio;19;4;1970;;;;;;
5088;5;Lymnaea;natalensis;;Sierra Leone;Kaisambo swamp, Sefadu;Sefadu;8° 39' 0N;10° 58' 60W;8.65000;-10.98330;Swamp;Alio;18;4;1970;;;;;;
5089;5;Lymnaea;natalensis;;Sierra Leone;Musaia;Musaia;8° 35' 60N;11° 20' 60W;8.60000;-11.35000;;Alio;4;5;1970;;;;;;
5090;5;Lymnaea;natalensis;;Sierra Leone;Batawa stream, Levuma;Batawa;;;;;Stream ;Alio;15;4;1970;;;;;;
5091;5;Lymnaea;natalensis;;Sierra Leone;Wekuna stream, Neama;Neama;7° 48' 54N;10° 56' 22W;7.81500;-10.93940;Stream ;Alio;16;4;1970;;;;;;
5092;5;Lymnaea;natalensis;;Sierra Leone;Menepe road ;Menepe ;;;;;;Alio;20;4;1970;;;;;;
5093;5;Lymnaea;natalensis;;Sierra Leone;Sinkunia;Sinkunia;9° 52' 0N;11° 25' 60W;9.86670;-11.43330;;Alio;29;4;1970;;;;;;
5094;5;Lymnaea;natalensis;;Sierra Leone;Yengema stream near Sefadu;Sefadu;8° 39' 0N;10° 58' 60W;8.65000;-10.98330;Stream ;Alio;18;4;1970;;;;;;
5095;5;Lymnaea;natalensis;;Ivory Coast;Doropo;Doropo;9° 49' 0N;3° 19' 60W;9.81670;-3.33330;;Binson;;;1956;;;;;;
5096;5;Lymnaea;natalensis;;Ivory Coast;Adzope;Adzope;6° 6' 25N;3° 51' 43W;6.10690;-3.86190;;Sellin;27;5;1975;;132;;;;
5097;5;Lymnaea;natalensis;;Ivory Coast;Seguela;Seguela;7° 57' 25N;6° 40' 5W;7.95690;-6.66810;;Binson;;;1956;;;;;;
5098;5;Lymnaea;natalensis;;Ivory Coast;Koebonou, Tinkiera, Bouna;Koebonou;9° 34' 60N;3° 31' 60W;9.58330;-3.53330;;Sellin;;12;1973;;23;;;;
5099;5;Lymnaea;natalensis;;Ivory Coast;Panzarani near Bouna;Panzarani ;9° 25' 0N;3° 6' 0W;9.41670;-3.10000;;Sellin;;12;1973;;29;;;;
5100;5;Lymnaea;natalensis;;Ivory Coast;Anssoumi near Bouna;Bouna;9° 16' 0N;3° 0' 0W;9.26670;-3.00000;;Sellin;;12;1973;;31;;;;
5101;5;Lymnaea;natalensis;;Ivory Coast;Ricefield near Boualcé;Boualcé;7° 40' 60N;5° 1' 59W;7.68330;-5.03310;Rice field;Picot;;3;1975;;;;mis;;
5102;5;Lymnaea;natalensis;;Ivory Coast;Marigot, Bamakoro;Marigot;;;;;;Sellin;14;2;1976;;115;;;;
5103;5;Lymnaea;natalensis;;Ivory Coast;Logonasso Dam, Baoulé, Odienné;Logonasso;9° 34' 29N;7° 32' 38W;9.57470;-7.54390;Dam;Sellin;11;2;1976;;105;;;;
5104;5;Lymnaea;natalensis;;Ivory Coast;Divo;Divo;5° 50' 23N;5° 21' 36W;5.83970;-5.36000;;Binson;;;1956;;;;;;
5105;5;Lymnaea;natalensis;;Ivory Coast;Koulda near Bouna;Koulda;9° 22' 60N;2° 46' 0W;9.38330;-2.76670;;Sellin;;12;1973;;37;;;;
5106;5;Lymnaea;natalensis;;Ivory Coast;Yakasse-Attobrou, Odienné District ;Yakasse-Attobrou;6° 10' 51N;3° 39' 26W;6.18080;-3.65720;;Sellin;25;5;1975;;91;;;;
5107;5;Lymnaea;natalensis;;Ivory Coast;Biguilaye near Bouna;Biguilaye;9° 28' 0N;3° 53' 0W;9.46667;3.88333;;Sellin;;12;1973;;22;;;;
5108;5;Lymnaea;natalensis;;Ivory Coast;Danané (near Liberia);Danané;7° 15' 46N;8° 9' 35W;7.26280;-8.15970;;Sellin;;2;1973;;12;;;;
5109;5;Lymnaea;natalensis;;Burkina Faso;Barrage II Tenkodago;Tenkodago;11° 46' 48N;0° 22' 11W;11.78000;-0.36970;;Sellin;17;6;1975;;69;;;;
5110;5;Lymnaea;natalensis;;Burkina Faso;Barrage between Garango  and Tenkodogo;Garango ;11° 48' 0N;0° 33' 2W;11.80000;-0.55060;;Sellin;19;6;1975;;72;;;;
5111;5;Lymnaea;natalensis;;Burkina Faso;Ouagadougou;Ouagadougou;12° 22' 13N;1° 31' 29W;12.37030;-1.52470;;Sellin;;5;1973;;15;;;;
5112;5;Lymnaea;natalensis;;Mali;Tenenkou near Mopfi;Tenenkou;14° 28' 0N;4° 55' 0W;14.46670;-4.91670;;Sellin;;2;1973;;9;;;;
5113;5;Lymnaea;natalensis;;Mali;Dossola, Yanfolila area;Dossola;11° 31' 60N;8° 4' 60W;11.53330;-8.08330;;Sellin;3;12;1974;;;;;;
5114;5;Lymnaea;natalensis;;Mali;Niono;Niono;14° 15' 0N;6° 0' 0W;14.25000;-6.00000;;Graber;;1;1979;;;;mis;;
5115;5;Lymnaea;natalensis;;Ghana;Deep pond at Mental Hospital Accra;Accra;5° 32' 60N;0° 13' 0W;5.55000;-0.21670;Pond;McCullough;11;11;1959;;87;;;;
5116;5;Lymnaea;natalensis;;Ghana;Stream near Zebilla, Bawku-Bolga road ;Zebilla;10° 54' 56N;0° 31' 1W;10.91560;-0.51690;Stream ;McCullough;13;8;1969;;(30);;;;
5117;5;Lymnaea;natalensis;;Ghana;Old dam, Tamale Town;Tamale ;10° 47' 8N;0° 51' 5W;10.78560;-0.85140;Dam;McCullough;25;8;1959;;46;;;;
5118;5;Lymnaea;natalensis;;Ghana;Stream W of Dunkwa at Tarkwa and Obuasi roundabout;Dunkwa;5° 58' 0N;1° 46' 60W;5.96670;-1.78330;Stream ;McCullough;11;3;1961;;454;;;;
5119;5;Lymnaea;natalensis;;Ghana;Lake Nyaka, Fuu village, near Tamale;Fuu;9° 16' 0N;0° 37' 60W;9.26670;-0.63330;Lake;McCullough;19;2;1960;;188;;;;
5120;5;Lymnaea;natalensis;;Ghana;Gold Coast, Kumasi area, Wiwi stream;Wiwi;;;6.66667;-1.60000;Stream ;Wright;11;5;1955;;;;mis;;
5121;5;Lymnaea;natalensis;;Ghana;Teri village, 2 miles to Lawra on Duri-Lawra road NW District ;Teri;;;;;;McCullough;1;12;1960;;276;;;;
5122;5;Lymnaea;natalensis;;Ghana;Gold Coast, Akim-Oda road, Apetesa River ;Akim-Oda;5° 55' 0N;0° 58' 60W;5.91670;-0.98330;River;McCullough;31;8;1954;;;;;;
5123;5;Lymnaea;natalensis;;Ghana;Nungua Farm dam, University Agriculture Field Station;Nungua;5° 35' 60N;0° 4' 0W;5.60000;-0.06670;Dam;McCullough;16;11;1959;;88;;;;
5124;5;Lymnaea;natalensis;;Ghana;Kunfabela River at ML 143 on Ga-Wa-road NW District ;Ga;;;;;River;McCullough;26;11;1960;;244;;;;
5125;5;Lymnaea;natalensis;;Ghana;Gold Coast, Tumu-Gwolu;Tumu;10° 52' 38N;1° 59' 8W;10.87720;-1.98560;;McCullough;17;11;1952;;;;;;
5126;5;Lymnaea;natalensis;;Ghana;Stream at Agona junction Axim road ;Agona;4° 51' 48N;2° 12' 15W;4.86330;-2.20420;Stream ;McCullough;3;3;1961;;592;;;;
5127;5;Lymnaea;natalensis;;Ghana;Pools at Adwan village, Kumasi area ;Adwan ;;;;;Pool;McCullough;23;2;1961;;331;;;;
5128;5;Lymnaea;natalensis;;Ghana;"Pond ""Dargati"" Tarkwa road at ML 31.5";Tarkwa;6° 43' 0N;1° 37' 60W;6.71670;-1.63330;Pond;McCullough;2;3;1961;;390;;;;
5129;5;Lymnaea;natalensis;;Ghana;Brimso, Cape Coast water works;Brimso;;;;;Water works;McCullough;25;2;1961;;367;;;;
5130;5;Lymnaea;natalensis;;Ghana;Stream at Poano agriculture, Junior Quanters, Kumasi area ;Poano;6° 25' 60N;1° 40' 60W;6.43330;-1.68330;Stream ;McCullough;22;2;1961;;315;;;;
5131;5;Lymnaea;natalensis;;Ghana;"Stream ""Dansabong"" at Kwamang village, Kumasi area ";Kwamang ;6° 58' 0N;1° 16' 60W;6.96670;-1.28330;Stream ;McCullough;23;2;1961;;330;;;;
5132;5;Lymnaea;natalensis;;Ghana;Nkawie-Kumasi road, stream at ML 13.5;Nkawie;;;;;Stream ;McCullough;22;2;1961;;324;;;;
5133;5;Lymnaea;natalensis;;Ghana;"Stream ""Afotor"" Bechem-Kumasi road at ML9";Bechem;7° 4' 60N;2° 1' 60W;7.08330;-2.03330;Stream ;McCullough;22;2;1961;;310;;;;
5134;5;Lymnaea;natalensis;;Ghana;Chichiwere village. Stream at ML 32.5 on Tarkwa road ;Chichiwere;;;;;Stream ;McCullough;2;3;1961;;389;;;;
5135;5;Lymnaea;natalensis;;Ghana;Stream crossing road at ML 54.4 in Adukrom village ;Adukrom;;;;;Stream ;McCullough;13;3;1961;;474;;;;
5136;5;Lymnaea;natalensis;;Ghana;Diaso village, western region ;Diaso;6° 9' 0N;2° 8' 60W;6.15000;-2.15000;;McCullough;13;3;1961;;458;;;;
5137;5;Lymnaea;natalensis;;Ghana;"Stream ""Apensa"" between Bibiani Old and New Towns";Bibiani ;6° 28' 0N;2° 19' 60W;6.46670;-2.33330;Stream ;McCullough;14;3;1961;;476;;;;
5138;5;Lymnaea;natalensis;;Ghana;Tarkwa-Aboso road. Stream at ML 4;Tarkwa;6° 43' 0N;1° 37' 60W;6.71670;-1.63330;Stream ;McCullough;7;3;1961;;437;;;;
5139;5;Lymnaea;natalensis;;Ghana;Tarkwa-Aboso road. Stream at ML 18.8;Tarkwa;6° 43' 0N;1° 37' 60W;6.71670;-1.63330;Stream ;McCullough;7;3;1961;;424;;;;
5140;5;Lymnaea;natalensis;;Ghana;Bibiani-Mkaurie road. Stream at Adierkyi village (ML 53);Bibiani;6° 28' 0N;2° 19' 60W;6.46670;-2.33330;Stream ;McCullough;14;3;1961;;478;;;;
5141;5;Lymnaea;natalensis;;Ghana;Tarkwa-Aboso road. Stream at Dunkwa junction ML 21.5;Dunkwa;5° 58' 0N;1° 46' 60W;5.96670;-1.78330;Stream ;McCullough;7;3;1961;;425;;;;
